artist_name,e.country,e.country_3,e.startdate,num_exhibitions
Adrian Paul Allinson,GB,GBR,1913,2
Adrian Paul Allinson,GB,GBR,1914,4
Adrian Paul Allinson,GB,GBR,1915,11
Adrian Scott Stokes,IT,ITA,1912,2
Adrian Scott Stokes,US,USA,1912,1
Adriana Bisi Fabbri,IT,ITA,1914,2
Adriana Catharina van Rees-Dutilh,CZ,CZE,1914,6
Adriana Maria Hendrika Bleuland Van Oordt,NL,NLD,1905,2
Adriana Maria Hendrika Bleuland Van Oordt,NL,NLD,1907,3
Adriana Maria Hendrika Bleuland Van Oordt,NL,NLD,1908,2
Adriana Maria Hendrika Bleuland Van Oordt,NL,NLD,1909,2
Adriana Maria Hendrika Bleuland Van Oordt,NL,NLD,1910,2
Adriano Baracchini-Caputi,FR,FRA,1907,5
Adriano Baracchini-Caputi,IT,ITA,1907,5
Adriano Baracchini-Caputi,IT,ITA,1912,2
Adriano Baracchini-Caputi,IT,ITA,1913,1
Adriano Baracchini-Caputi,IT,ITA,1914,4
Adriano Baracchini-Caputi,IT,ITA,1915,2
Adriano Baracchini-Caputi,NL,NLD,1912,1
Adriano Cecioni,IT,ITA,1910,21
Adrianus Bleijs,NL,NLD,1905,2
Adrianus Bleijs,NL,NLD,1907,3
Adrianus Bleijs,NL,NLD,1908,2
Adrianus Bleijs,NL,NLD,1909,6
Adrianus Bleijs,NL,NLD,1910,2
Adrianus Johannes Groenewegen,NL,NLD,1905,1
Adrianus Johannes Groenewegen,NL,NLD,1907,1
Adrianus Johannes Jacobus de Winter,NL,NLD,1914,10
Adrianus Kuijpers,NL,NLD,1905,2
Adrianus Kuijpers,NL,NLD,1907,7
Adrianus Kuijpers,NL,NLD,1908,2
Adrianus Kuijpers,NL,NLD,1909,5
Adrianus Kuijpers,NL,NLD,1914,2
Adrianus Remiëns,NL,NLD,1914,4
Adrianus van der Schouw,NL,NLD,1907,1
Adrien Dauzats,FR,FRA,1914,1
Adrien Dupagne,BE,BEL,1914,2
Adrien Henri Tanoux,BE,BEL,1913,1
Adrien Karbowsky,BE,BEL,1913,1
Adrien Karbowsky,DE,DEU,1905,3
Adrien Lemaître,FR,FRA,1906,4
Adrien Lemaître,FR,FRA,1907,16
Adrien Louis Demont,FR,FRA,1912,4
Adrien Louis Demont,NL,NLD,1907,2
Adrien Moreau-Neret,BE,BEL,1913,1
Adrien Moreau-Neret,FR,FRA,1911,24
Adrien Schulz,FR,FRA,1905,2
Adrien Schulz,FR,FRA,1906,2
Adrien Segers,BE,BEL,1914,2
Adrien-Henri Chevalier,FR,FRA,1905,2
Adrien-Henri Chevalier,FR,FRA,1907,6
Adrien-Jean Henri Lemayeur,BE,BEL,1906,16
Adrien-Jean Henri Lemayeur,BE,BEL,1907,14
Adrien-Jean Henri Lemayeur,BE,BEL,1914,6
Adrien-Jean Henri Lemayeur,NL,NLD,1911,4
Adrien-Jean Henri Lemayeur,NL,NLD,1912,1
Adrien-Jean Henri Lemayeur,NL,NLD,1914,4
Adriene Ivánka,HU,HUN,1912,4
Adrienne Bruyère,BE,BEL,1910,12
Adrienne Bruyère,BE,BEL,1912,26
Adrienne Bruyère,BE,BEL,1913,4
Adrienne Marquet,FR,FRA,1912,16
Adrienne Marquet,FR,FRA,1914,2
Adrienne Mols,BE,BEL,1908,4
Adrienne van Hogendorp,NL,NLD,1905,1
Adrienne van Hogendorp,NL,NLD,1909,2
Adám Mányoki,HU,HUN,1913,8
Adèle Fairholme,BE,BEL,1913,1
Adèle Gonyn de Lirieux,FR,FRA,1905,12
Adèle Gonyn de Lirieux,FR,FRA,1906,8
Adèle Maria de Marez Oyens,NL,NLD,1911,4
Adélaïde Labille-Guiard,AT,AUT,1910,6
Aenderly Möller,IT,ITA,1914,2
Aenny Löwenstein,NL,NLD,1912,2
Aert van der Neer,DE,DEU,1906,1
Aga Gräfin vom Hagen,DE,DEU,1913,6
Agapit Casas Abarca,NL,NLD,1912,1
Agatha Catherine Hall Shore,GB,GBR,1907,2
Agatha Catherine Hall Shore,GB,GBR,1908,4
Agatha Catherine Hall Shore,GB,GBR,1909,4
Agatha Catherine Hall Shore,GB,GBR,1914,1
Agatha Walker,GB,GBR,1911,2
Agathe Doposcheg-Schwabenau,DE,DEU,1912,1
Agathe Herrmann,DE,DEU,1906,2
Agathe Wegerif-Gravestein,NL,NLD,1914,6
Agathe Zethraeus,NL,NLD,1907,9
Agathe Zethraeus,NL,NLD,1908,4
Agathe Zethraeus,NL,NLD,1909,6
Agathe Zethraeus,NL,NLD,1910,4
Agathe Zethraeus,NL,NLD,1911,8
Agathe Zethraeus,NL,NLD,1912,2
Agathe Zethraeus,NL,NLD,1914,16
Agathon Léonard,FR,FRA,1911,6
Agnes Edith Stewart McIver,GB,GBR,1911,6
Agnes Gilmore,GB,GBR,1908,8
Agnes Goodsir,GB,GBR,1908,10
Agnes Goodsir,GB,GBR,1909,6
Agnes Guttmann,GB,GBR,1911,6
Agnes Lindemann,DE,DEU,1906,6
Agnes Lindemann,IT,ITA,1907,4
Agnes Lindemann,RU,RUS,1905,10
Agnes Lindemann,RU,RUS,1906,7
Agnes Lindemann,RU,RUS,1908,1
Agnes Lindemann,RU,RUS,1909,5
Agnes Lindemann,RU,RUS,1911,9
Agnes Lindemann,RU,RUS,1912,1
Agnes Lindemann,RU,RUS,1913,7
Agnes Lindemann,RU,RUS,1914,5
Agnes Lindemann,RU,RUS,1915,3
Agnes Lindemann,UA,UKR,1908,5
Agnes Lindemann,UA,UKR,1910,3
Agnes M. Cohen,FR,FRA,1907,6
Agnes M. Cohen,GB,GBR,1908,10
Agnes Nightingale,GB,GBR,1909,6
Agnes Pelton,US,USA,1913,6
Agnes Pringle,GB,GBR,1908,10
Agnes Pringle,GB,GBR,1909,6
Agnes Pringle,GB,GBR,1911,6
Agnes Raeburn M.,CZ,CZE,1913,2
Agnes Raeburn M.,GB,GBR,1905,4
Agnes Slott-Møller,DE,DEU,1905,3
Agnes Slott-Møller,HU,HUN,1906,2
Agnes Speyer,AT,AUT,1908,4
Agnes Speyer,AT,AUT,1909,4
Agnes von Bülow,DE,DEU,1910,4
Agnes von Bülow,DE,DEU,1912,2
Agnes von Bülow,DE,DEU,1913,2
Agnes von Bülow,RU,RUS,1913,3
Agnese Joris,IT,ITA,1908,3
Agnieta Cornelia Gijswijt,NL,NLD,1905,1
Agnieta Cornelia Gijswijt,NL,NLD,1907,7
Agnieta Cornelia Gijswijt,NL,NLD,1908,2
Agnieta Cornelia Gijswijt,NL,NLD,1909,6
Agnieta Cornelia Gijswijt,NL,NLD,1910,2
Agnieta Cornelia Gijswijt,NL,NLD,1911,4
Agnieta Cornelia Gijswijt,NL,NLD,1912,1
Agnieta Cornelia Gijswijt,NL,NLD,1914,6
Agostino Bosia,IT,ITA,1909,2
Agostino Bosia,IT,ITA,1910,4
Agostino Bosia,IT,ITA,1912,4
Agostino Bosia,IT,ITA,1913,3
Agostino Bosia,IT,ITA,1914,3
Agostino Bosia,IT,ITA,1915,3
Agostino Viale,IT,ITA,1906,1
Agricol Louis Montagné,BE,BEL,1913,1
Agricol Louis Montagné,NL,NLD,1912,1
Agustín Carrera,BE,BEL,1913,2
Agustín Carrera,FR,FRA,1910,66
Agustín Carrera,NL,NLD,1912,2
Agustín Lhardy Garrigues,DE,DEU,1905,3
Ahazuerus Jacobus Breman,NL,NLD,1905,10
Ahazuerus Jacobus Breman,NL,NLD,1907,3
Ahazuerus Jacobus Breman,NL,NLD,1908,6
Ahazuerus Jacobus Breman,NL,NLD,1909,2
Ahazuerus Jacobus Breman,NL,NLD,1910,4
Ahazuerus Jacobus Breman,NL,NLD,1911,2
Ahazuerus Jacobus Breman,NL,NLD,1914,2
Aileen Dresser,US,USA,1913,8
Aimee M. Wilson,FR,FRA,1907,6
Aimee M. Wilson,GB,GBR,1909,6
Aimee Muspratt,GB,GBR,1909,6
Aimé Emile Raymond Billette,BE,BEL,1914,2
Aimé Leon Meyvis,NL,NLD,1907,2
Aimé Leon Meyvis,NL,NLD,1909,2
Aimé Nicolas Morot,DE,DEU,1905,3
Aimé Nicolas Morot,FR,FRA,1912,4
Aimé Nicolas Morot,NL,NLD,1912,1
Aimé Perret,FR,FRA,1912,2
Aimé Stevens,BE,BEL,1914,2
Akos Tolnay,HU,HUN,1906,8
Akseli Gallen-Kallela,CZ,CZE,1910,74
Akseli Gallen-Kallela,DE,DEU,1911,40
Akseli Gallen-Kallela,HU,HUN,1906,32
Akseli Gallen-Kallela,IT,ITA,1909,2
Akseli Gallen-Kallela,IT,ITA,1914,118
Aladár Edvi Illés,HU,HUN,1905,4
Aladár Edvi Illés,HU,HUN,1906,10
Aladár Edvi Illés,HU,HUN,1907,2
Aladár Edvi Illés,HU,HUN,1908,2
Aladár Edvi Illés,HU,HUN,1909,26
Aladár Edvi Illés,IT,ITA,1909,4
Aladár Edvi Illés,IT,ITA,1910,6
Aladár Edvi Illés,IT,ITA,1914,56
Aladár Edvi Illés,NL,NLD,1912,2
Aladár Körösfői-Kriesch,DE,DEU,1905,6
Aladár Körösfői-Kriesch,DE,DEU,1910,8
Aladár Körösfői-Kriesch,HU,HUN,1905,6
Aladár Körösfői-Kriesch,HU,HUN,1909,99
Aladár Körösfői-Kriesch,HU,HUN,1910,12
Aladár Körösfői-Kriesch,HU,HUN,1913,2
Aladár Körösfői-Kriesch,HU,HUN,1914,1
Aladár Körösfői-Kriesch,IT,ITA,1909,6
Aladár Körösfői-Kriesch,IT,ITA,1910,8
Aladár Körösfői-Kriesch,IT,ITA,1912,30
Aladár Körösfői-Kriesch,NL,NLD,1912,2
Alajos Gerhardt,HU,HUN,1909,4
Alajos Kada,HU,HUN,1906,4
Alan Beeton,GB,GBR,1911,6
Alan Beeton,IT,ITA,1914,2
Alan W. B. Hamilton,GB,GBR,1908,2
Alba Muzio,BE,BEL,1908,2
Alberic Coppieters,BE,BEL,1910,16
Alberic Matthys,BE,BEL,1908,10
Albert Abenschein,US,USA,1913,4
Albert Abramovitz,FR,FRA,1906,4
Albert Aereboe,DE,DEU,1914,2
Albert Andersson,FR,FRA,1905,2
Albert André,AT,AUT,1912,2
Albert André,AT,AUT,1913,1
Albert André,BE,BEL,1908,6
Albert André,BE,BEL,1909,6
Albert André,BE,BEL,1913,10
Albert André,CH,CHE,1908,4
Albert André,CZ,CZE,1907,4
Albert André,CZ,CZE,1914,6
Albert André,DE,DEU,1907,4
Albert André,DE,DEU,1908,2
Albert André,DE,DEU,1910,2
Albert André,FR,FRA,1905,8
Albert André,FR,FRA,1906,21
Albert André,FR,FRA,1907,5
Albert André,FR,FRA,1908,4
Albert André,NL,NLD,1912,1
Albert André,RU,RUS,1912,2
Albert André,US,USA,1910,1
Albert André,US,USA,1911,1
Albert Arens,NL,NLD,1910,4
Albert Aublet,BE,BEL,1913,1
Albert Aublet,DE,DEU,1905,3
Albert Aublet,FR,FRA,1909,1
Albert Augustus,BE,BEL,1913,2
Albert Baertson,BE,BEL,1910,2
Albert Baertson,BE,BEL,1912,24
Albert Baertson,BE,BEL,1913,8
Albert Baertson,DE,DEU,1908,6
Albert Baertson,FR,FRA,1912,6
Albert Baertson,GB,GBR,1915,1
Albert Baertson,IT,ITA,1907,2
Albert Baertson,IT,ITA,1914,6
Albert Baertson,NL,NLD,1912,3
Albert Baertson,US,USA,1912,1
Albert Beerends,NL,NLD,1907,5
Albert Beerends,NL,NLD,1908,2
Albert Beerends,NL,NLD,1909,4
Albert Besnard,AT,AUT,1905,22
Albert Besnard,AT,AUT,1906,6
Albert Besnard,AT,AUT,1913,1
Albert Besnard,BE,BEL,1908,8
Albert Besnard,BE,BEL,1913,9
Albert Besnard,CH,CHE,1906,4
Albert Besnard,DE,DEU,1905,3
Albert Besnard,DE,DEU,1906,6
Albert Besnard,DE,DEU,1908,3
Albert Besnard,FR,FRA,1905,770
Albert Besnard,FR,FRA,1907,27
Albert Besnard,FR,FRA,1908,1
Albert Besnard,FR,FRA,1909,10
Albert Besnard,FR,FRA,1910,756
Albert Besnard,FR,FRA,1911,12
Albert Besnard,FR,FRA,1912,20
Albert Besnard,FR,FRA,1914,3
Albert Besnard,HU,HUN,1905,2
Albert Besnard,HU,HUN,1909,34
Albert Besnard,HU,HUN,1910,2
Albert Besnard,IT,ITA,1905,4
Albert Besnard,IT,ITA,1907,2
Albert Besnard,IT,ITA,1909,106
Albert Besnard,IT,ITA,1913,3
Albert Besnard,IT,ITA,1914,45
Albert Besnard,IT,ITA,1915,3
Albert Besnard,NL,NLD,1912,2
Albert Besnard,RU,RUS,1912,2
Albert Besnard,US,USA,1905,2
Albert Besnard,US,USA,1912,1
Albert Bloch,DE,DEU,1911,12
Albert Bloch,DE,DEU,1912,24
Albert Bloch,DE,DEU,1913,104
Albert Bloch,DE,DEU,1914,12
Albert Bloch,DE,DEU,1915,23
Albert Bloch,HU,HUN,1913,6
Albert Bloch,IT,ITA,1914,1
Albert Braut,BE,BEL,1909,6
Albert Braut,FR,FRA,1905,10
Albert Braut,FR,FRA,1906,5
Albert Braut,FR,FRA,1907,1
Albert Braut,FR,FRA,1908,15
Albert Braut,FR,FRA,1911,4
Albert Bréauté,FR,FRA,1912,2
Albert Bury,FR,FRA,1907,6
Albert Capin,FR,FRA,1913,6
Albert Capin,FR,FRA,1914,4
Albert Cels,BE,BEL,1913,1
Albert Cels,BE,BEL,1914,4
Albert Chevallier Tayler,US,USA,1914,2
Albert Ciamberlani,BE,BEL,1908,8
Albert Ciamberlani,BE,BEL,1913,10
Albert Ciamberlani,DE,DEU,1908,2
Albert Ciamberlani,HU,HUN,1908,4
Albert Ciamberlani,IT,ITA,1907,4
Albert Ciamberlani,IT,ITA,1912,2
Albert Clouard,BE,BEL,1907,10
Albert Coigneau,FR,FRA,1907,6
Albert Crahay,BE,BEL,1909,16
Albert Crahay,BE,BEL,1911,14
Albert Crahay,BE,BEL,1912,16
Albert Crahay,BE,BEL,1913,2
Albert Crahay,BE,BEL,1914,4
Albert Crahay,DE,DEU,1908,2
Albert Crahay,DE,DEU,1914,2
Albert Crahay,FR,FRA,1908,6
Albert Crahay,IT,ITA,1912,2
Albert Dagnaux,FR,FRA,1906,1
Albert Daniel Rutherston,GB,GBR,1905,14
Albert Daniel Rutherston,GB,GBR,1906,12
Albert Daniel Rutherston,GB,GBR,1907,6
Albert Daniel Rutherston,GB,GBR,1908,14
Albert Daniel Rutherston,GB,GBR,1909,30
Albert Daniel Rutherston,GB,GBR,1910,20
Albert Daniel Rutherston,GB,GBR,1911,26
Albert Daniel Rutherston,GB,GBR,1912,38
Albert Daniel Rutherston,GB,GBR,1913,35
Albert Daniel Rutherston,GB,GBR,1914,16
Albert Daniel Rutherston,GB,GBR,1915,20
Albert Dürer Lucas,GB,GBR,1909,6
Albert Edelfelt,FR,FRA,1912,2
Albert Edelfelt,HU,HUN,1906,4
Albert Edward Sterner,DE,DEU,1905,9
Albert Engstfeld,DE,DEU,1906,3
Albert Engstfeld,DE,DEU,1907,2
Albert Engstfeld,DE,DEU,1909,4
Albert Engstfeld,DE,DEU,1910,4
Albert Engström,DE,DEU,1909,4
Albert Engström,HU,HUN,1909,74
Albert Engström,SE,SWE,1911,12
Albert Ernest Bottomley,GB,GBR,1905,2
Albert Ernest Bottomley,GB,GBR,1907,2
Albert Ernest Bottomley,GB,GBR,1908,2
Albert Ernest Bottomley,GB,GBR,1910,6
Albert Ernest Bottomley,GB,GBR,1913,3
Albert Eugène Lechat,FR,FRA,1905,8
Albert Eugène Lechat,US,USA,1905,1
Albert Felix Schmitt,US,USA,1911,2
Albert Florian Claes,BE,BEL,1914,2
Albert Florian Claes,GB,GBR,1915,3
Albert Friedrich Schröder,DE,DEU,1905,9
Albert Friedrich Schröder,GB,GBR,1906,2
Albert Gabriel Rigolot,FR,FRA,1909,3
Albert Gabriel Rigolot,FR,FRA,1912,2
Albert George Steelink,NL,NLD,1914,4
Albert Geudens,BE,BEL,1908,4
Albert Geudens,BE,BEL,1913,1
Albert Geudens,BE,BEL,1914,4
Albert Geudens,IT,ITA,1912,2
Albert Gleizes,BE,BEL,1910,10
Albert Gleizes,BE,BEL,1911,6
Albert Gleizes,CZ,CZE,1914,34
Albert Gleizes,DE,DEU,1913,13
Albert Gleizes,DE,DEU,1915,1
Albert Gleizes,ES,ESP,1912,7
Albert Gleizes,FR,FRA,1911,6
Albert Gleizes,FR,FRA,1912,25
Albert Gleizes,FR,FRA,1913,8
Albert Gleizes,FR,FRA,1914,28
Albert Gleizes,HU,HUN,1913,4
Albert Gleizes,LV,,1909,7
Albert Gleizes,LV,,1910,14
Albert Gleizes,NL,NLD,1912,8
Albert Gleizes,RU,RUS,1909,7
Albert Gleizes,RU,RUS,1910,24
Albert Gleizes,RU,RUS,1912,4
Albert Gleizes,UA,UKR,1909,14
Albert Gleizes,UA,UKR,1910,28
Albert Gleizes,US,USA,1913,9
Albert Goethals,BE,BEL,1914,2
Albert Goodwin,IT,ITA,1909,4
Albert Goodwin,IT,ITA,1912,2
Albert Gos,FR,FRA,1912,2
Albert Gottschalk,CZ,CZE,1905,4
Albert Guillaume,FR,FRA,1910,6
Albert H. Schmidt,US,USA,1914,1
Albert Haueisen,DE,DEU,1906,15
Albert Haueisen,DE,DEU,1907,2
Albert Haueisen,DE,DEU,1911,1
Albert Haueisen,DE,DEU,1913,5
Albert Hemelman,NL,NLD,1912,1
Albert Henry Fullwood,GB,GBR,1908,4
Albert Henry Fullwood,GB,GBR,1909,8
Albert Henry Fullwood,GB,GBR,1910,6
Albert Henry Fullwood,GB,GBR,1913,3
Albert Henry Fullwood,IT,ITA,1910,2
Albert Henry Fullwood,IT,ITA,1912,8
Albert Hertel,IT,ITA,1905,2
Albert Hertel,NL,NLD,1905,4
Albert Hoffsten,SE,SWE,1910,6
Albert Hoffsten,SE,SWE,1911,14
Albert Humphrey,US,USA,1913,24
Albert Jodocus Schmitz,DE,DEU,1906,3
Albert Joseph,FR,FRA,1906,6
Albert Joseph Franke,DE,DEU,1905,3
Albert Joseph Franke,DE,DEU,1907,1
Albert Joseph Franke,FR,FRA,1905,4
Albert Joseph Moore,HU,HUN,1909,2
Albert Julien Paul Bergevin,FR,FRA,1908,6
Albert Kohler,DE,DEU,1907,2
Albert Kohler,DE,DEU,1913,8
Albert Kálmán Kőrössy,HU,HUN,1906,16
Albert König,NL,NLD,1912,2
Albert Lamm,BE,BEL,1907,4
Albert Lamm,DE,DEU,1905,6
Albert Lamm,DE,DEU,1906,8
Albert Lamm,DE,DEU,1907,14
Albert Lamm,DE,DEU,1908,12
Albert Lamm,DE,DEU,1909,8
Albert Lamm,DE,DEU,1910,1
Albert Lamm,DE,DEU,1911,7
Albert Lamm,DE,DEU,1912,5
Albert Lamm,DE,DEU,1914,11
Albert Lamm,DE,DEU,1915,6
Albert Lamm,IT,ITA,1910,2
Albert Lang,DE,DEU,1906,3
Albert Lang,DE,DEU,1907,3
Albert Lang,DE,DEU,1908,1
Albert Lang,GB,GBR,1908,1
Albert Lemaitre,BE,BEL,1913,1
Albert Lemaitre,BE,BEL,1914,6
Albert Lemaitre,FR,FRA,1906,1
Albert Lepreux,BE,BEL,1913,8
Albert Lipczinski,GB,GBR,1914,4
Albert Lorey Groll,IT,ITA,1909,2
Albert Lorey Groll,US,USA,1910,1
Albert Maennchen,DE,DEU,1912,4
Albert Maennchen,DE,DEU,1913,2
Albert Maennchen,DE,DEU,1914,1
Albert Maennchen,DE,DEU,1915,2
Albert Maignan,FR,FRA,1911,6
Albert Maignan,FR,FRA,1912,2
Albert Maignan,HU,HUN,1905,2
Albert Marque,FR,FRA,1907,1
Albert Marque,FR,FRA,1911,1
Albert Marque,FR,FRA,1912,9
Albert Marque,LV,,1910,3
Albert Marque,RU,RUS,1910,6
Albert Marque,UA,UKR,1910,6
Albert Marquet,BE,BEL,1906,12
Albert Marquet,BE,BEL,1910,10
Albert Marquet,BE,BEL,1911,10
Albert Marquet,BE,BEL,1913,6
Albert Marquet,CH,CHE,1908,4
Albert Marquet,CZ,CZE,1907,4
Albert Marquet,CZ,CZE,1910,16
Albert Marquet,CZ,CZE,1913,4
Albert Marquet,DE,DEU,1908,4
Albert Marquet,DE,DEU,1911,2
Albert Marquet,DE,DEU,1912,6
Albert Marquet,DE,DEU,1913,4
Albert Marquet,FR,FRA,1905,22
Albert Marquet,FR,FRA,1906,12
Albert Marquet,FR,FRA,1907,54
Albert Marquet,FR,FRA,1908,5
Albert Marquet,FR,FRA,1909,2
Albert Marquet,FR,FRA,1910,54
Albert Marquet,FR,FRA,1911,9
Albert Marquet,FR,FRA,1912,5
Albert Marquet,FR,FRA,1913,52
Albert Marquet,FR,FRA,1914,4
Albert Marquet,GB,GBR,1910,5
Albert Marquet,GB,GBR,1912,3
Albert Marquet,GB,GBR,1913,1
Albert Marquet,LV,,1909,3
Albert Marquet,LV,,1910,3
Albert Marquet,RU,RUS,1909,3
Albert Marquet,RU,RUS,1910,3
Albert Marquet,RU,RUS,1912,7
Albert Marquet,UA,UKR,1909,6
Albert Marquet,UA,UKR,1910,6
Albert Marquet,US,USA,1913,39
Albert Morérod-Triphon,HU,HUN,1910,1
Albert Moullé,BE,BEL,1913,1
Albert Moullé,DE,DEU,1905,3
Albert Muret,DE,DEU,1905,3
Albert Muret,HU,HUN,1910,1
Albert Müller-Lingke,DE,DEU,1905,3
Albert Neuhuys,BE,BEL,1913,1
Albert Neuhuys,HU,HUN,1908,10
Albert Neuhuys,NL,NLD,1909,2
Albert Neuhuys,US,USA,1910,1
Albert Neuhuys,US,USA,1912,1
Albert Neuhuys,US,USA,1913,1
Albert Neuhuys,US,USA,1914,1
Albert Pallandre,BE,BEL,1913,1
Albert Paris von Gütersloh,AT,AUT,1909,12
Albert Paris von Gütersloh,AT,AUT,1911,4
Albert Paris von Gütersloh,AT,AUT,1912,2
Albert Paris von Gütersloh,AT,AUT,1913,3
Albert Paris von Gütersloh,AT,AUT,1914,3
Albert Paris von Gütersloh,DE,DEU,1912,4
Albert Paris von Gütersloh,HU,HUN,1912,17
Albert Paris von Gütersloh,HU,HUN,1913,4
Albert Pfister,CH,CHE,1913,2
Albert Pfister,DE,DEU,1913,6
Albert Pierre Dawant,FR,FRA,1912,4
Albert Pierre Dawant,HU,HUN,1905,2
Albert Pieter Hahn,NL,NLD,1905,10
Albert Pieter Hahn,NL,NLD,1912,6
Albert Pinkham Ryder,US,USA,1913,28
Albert Pinot,BE,BEL,1913,2
Albert Pinot,BE,BEL,1914,2
Albert Pinot,DE,DEU,1908,4
Albert Pinot,GB,GBR,1908,10
Albert Pinot,HU,HUN,1908,2
Albert Pinot,IT,ITA,1907,2
Albert Pinot,IT,ITA,1912,2
Albert Poignant,FR,FRA,1907,6
Albert Porth,DE,DEU,1913,6
Albert Queulevée,FR,FRA,1907,1
Albert Regagnon,FR,FRA,1910,16
Albert Regagnon,FR,FRA,1911,14
Albert Regagnon,FR,FRA,1912,8
Albert Regagnon,FR,FRA,1913,12
Albert Regagnon,FR,FRA,1914,3
Albert Reibmayr,DE,DEU,1909,2
Albert Reich,DE,DEU,1911,1
Albert Reinwald,DE,DEU,1914,1
Albert Ritterhoff,DE,DEU,1906,1
Albert Ritzberger,DE,DEU,1905,3
Albert Robert Pickett,GB,GBR,1909,6
Albert Robida,FR,FRA,1906,4
Albert Roelofs,BE,BEL,1913,2
Albert Roelofs,DE,DEU,1905,6
Albert Roelofs,GB,GBR,1908,10
Albert Roelofs,IT,ITA,1914,6
Albert Roelofs,NL,NLD,1905,1
Albert Roelofs,NL,NLD,1907,3
Albert Roelofs,NL,NLD,1912,2
Albert Roelofs,US,USA,1905,1
Albert Rosenthal,US,USA,1912,1
Albert Rosenthal,US,USA,1913,1
Albert Rosenthal,US,USA,1914,2
Albert Saverys,BE,BEL,1913,1
Albert Saverys,BE,BEL,1914,2
Albert Schlopsnies,DE,DEU,1906,4
Albert Schmidt,CH,CHE,1911,3
Albert Schmidt,HU,HUN,1910,2
Albert Servaes,BE,BEL,1913,14
Albert Servaes,BE,BEL,1914,6
Albert Stagura,DE,DEU,1906,1
Albert Stagura,NL,NLD,1912,1
Albert Thomas De Rome,GB,GBR,1911,6
Albert Trachsel,AT,AUT,1909,8
Albert Trachsel,DE,DEU,1905,3
Albert Trachsel,FR,FRA,1905,25
Albert Trachsel,HU,HUN,1910,1
Albert Valentin Thomas,DE,DEU,1905,3
Albert Weisgerber,AT,AUT,1907,4
Albert Weisgerber,DE,DEU,1905,6
Albert Weisgerber,DE,DEU,1906,6
Albert Weisgerber,DE,DEU,1907,10
Albert Weisgerber,DE,DEU,1908,18
Albert Weisgerber,DE,DEU,1909,1
Albert Weisgerber,DE,DEU,1910,9
Albert Weisgerber,DE,DEU,1911,2
Albert Weisgerber,DE,DEU,1912,28
Albert Weisgerber,DE,DEU,1913,2
Albert Weisgerber,DE,DEU,1914,6
Albert Weisgerber,IT,ITA,1909,4
Albert Weisgerber,US,USA,1913,2
Albert Welti,DE,DEU,1905,6
Albert Welti,DE,DEU,1906,3
Albert Welti,NL,NLD,1912,4
Albert Wenk,GB,GBR,1906,1
Albert Wenk,US,USA,1914,1
Albert Wenmaekers,BE,BEL,1914,2
Albert Wilhelm Lefebre,FR,FRA,1905,14
Albert Wilhelm Lefebre,FR,FRA,1906,6
Albert Zardo,IT,ITA,1906,2
Albert Zardo,IT,ITA,1908,1
Albert Zardo,IT,ITA,1914,1
Albert de Belleroche,FR,FRA,1905,16
Albert de Belleroche,FR,FRA,1906,4
Albert de Belleroche,FR,FRA,1907,1
Albert de Belleroche,FR,FRA,1908,4
Albert de Belleroche,FR,FRA,1912,2
Albert de Moncourt,BE,BEL,1913,1
Albert van Holsbeek,BE,BEL,1913,2
Albert von Keller,AT,AUT,1907,3
Albert von Keller,DE,DEU,1905,4
Albert von Keller,DE,DEU,1906,12
Albert von Keller,DE,DEU,1907,303
Albert von Keller,DE,DEU,1908,11
Albert von Keller,DE,DEU,1910,9
Albert von Keller,DE,DEU,1911,14
Albert von Keller,DE,DEU,1912,10
Albert von Keller,DE,DEU,1913,8
Albert von Keller,DE,DEU,1914,3
Albert von Keller,DE,DEU,1915,8
Albert von Keller,GB,GBR,1906,2
Albert von Keller,GB,GBR,1908,1
Albert von Keller,IT,ITA,1905,2
Albert von Keller,IT,ITA,1909,10
Albert von Keller,US,USA,1909,2
"Albert, Jr. Ludovici",DE,DEU,1905,3
"Albert, Jr. Ludovici",GB,GBR,1913,12
"Albert, Jr. Ludovici",IT,ITA,1909,2
"Albert, Jr. Ludovici",NL,NLD,1907,2
"Albert, jun. [architect?] Schmidt",DE,DEU,1905,3
Albert-Auguste Fourié,FR,FRA,1912,2
Albert-Charles Lebourg,BE,BEL,1910,6
Albert-Charles Lebourg,CZ,CZE,1907,10
Albert-Charles Lebourg,DE,DEU,1905,3
Albert-Charles Lebourg,DE,DEU,1906,2
Albert-Charles Lebourg,DE,DEU,1907,2
Albert-Charles Lebourg,DE,DEU,1910,3
Albert-Charles Lebourg,DE,DEU,1911,2
Albert-Charles Lebourg,FR,FRA,1906,1
Albert-Charles Lebourg,FR,FRA,1907,14
Albert-Charles Lebourg,FR,FRA,1912,6
Albert-Charles Lebourg,FR,FRA,1914,17
Albert-Charles Lebourg,HU,HUN,1913,1
Albert-Charles Lebourg,IT,ITA,1907,4
Albert-Charles Lebourg,IT,ITA,1913,2
Albert-Charles Lebourg,NL,NLD,1912,2
Albert-Charles Lebourg,RU,RUS,1912,2
Albert-Guillaume Grenier,FR,FRA,1905,4
Albert-Joseph Keringer,FR,FRA,1907,3
Albertina Elisabeth Mesdag,NL,NLD,1914,14
Albertine Bernouard,FR,FRA,1905,10
Albertine Bernouard,FR,FRA,1906,4
Albertine Bernouard,FR,FRA,1908,4
